Label,Text
Hoax,"- Twitter melancarkan hashtag #BoikotTraveloka pada hujung minggu ini setelah salah satu pendirinya memberikan sambutan hangat. Ananda Sukarlan melakukannya ketika Gubernur Anies Baswedan berpidato di acara peringatan di Kemayoran, lapor New York Daily News. ""Ini adalah gerakan yang tidak mungkin dapat diatasi,"" kata seorang pengguna Twitter. ""Ini adalah gerakan yang belum pernah terjadi sebelumnya. "" ""Ini adalah gerakan yang tidak pernah terjadi sebelumnya,"" tambah yang lain. ""Ini adalah gerakan yang tidak pernah terjadi sebelumnya. "" Twitter telah digegarkan oleh hashtag #BoikotTraveloka, dan hashtag tersebut telah menarik perhatian dari seluruh dunia."
Valid,"- Salah satu pengasas Paypal, Derianto Kusuma, telah menerima penghargaan untuk aksi walk out ketika Anies Baswedan berpidato di acara Kanisius pada Sabtu lalu, lapor Mediaite. Ini nampaknya merupakan berita baik bagi peminat yang marah di media sosial, dengan beberapa menyebut Derianto Kusuma sebagai penyokong aksi tersebut. ""Kami turut berbangga bahawa salah satu pendiri kami, Bapak Derianto Kusuma, menerima penghargaan dari Alumni Kanisius,"" kata syarikat induk itu dalam keterangan di Twitter. ""Tetapi dia berhalangan hadir karena dia sedang melakukan perjalanan dinas yang telah dirancang beberapa bulan sebelumnya. "" Menurut Telegraph, anonim tersebut telah menerima ratusan jemputan untuk acara itu, yang menyaksikan ratusan alumni dan tetamu undangan lain hadir."
Valid,"- Salah satu nama terbesar dalam bidang teknologi -- atau, seperti yang dikatakan oleh Gawker, ""Derianto Kusumo. "" (Dia adalah salah satu penerima penghargaan dari Kanisius Alumni, tetapi tidak dapat hadir ketika Anies berpidato. ) Namun, nampaknya, Derianto tidak hadir kerana berada di luar kota. Dalam pernyataan yang dikeluarkan di laman web syarikat, Traveloka mengatakan bahawa dia ""mengakuan nilai saling menghargai, bertoleransi, dan berinovasi. "" Tetapi ketika dia berbicara tentang pidatonya di acara Kolese Kanisius, dia mengatakan bahwa dia ""bersemangat untuk karyawan maupun pemangku kepentingan eksternal. "" ""Nilai-nilai ini selalu diterapkan kepada karyawan maupun pemangku kepentingan eksternal,"" lanjutnya. The New York Post menyatakan bahawa banyak yang mengikuti aksi itu, dengan komposer Ananda Sukarlan berdiri di ruang VIP untuk menunjukkan rasa tidak senangnya. Tetapi kemudian dia diikuti oleh ratusan alumni lain. ""Saya tidak pernah menyangka saya akan melakukan aksi walk out,"" kata Bazlia Kumar kepada Post. Klik untuk maklumat lanjut."
Hoax,"- Anda mungkin tidak menyangka akan mendengarkan ucapan Presiden Obama yang sangat menggembirakan tetapi tidak begitu banyak. Ketika pelajar sekolah menengah merayakan ulang tahun ke-90 berdirinya Kolese Kanisius di Jakarta Pusat pada hari Ahad, Ananda Sukarlan dari Kolese berdiri di sebelahnya ketika Anies Rasyid Baswedan memberikan ucapan. ""Sabtu 11 November ini, gabenor Jakarta, Anies Baswedan. Saat ia memberi pidato, Ananda Sukarlan berdiri dari kursi VIPnya dan walk out menunjukkan ketidaksetujuannya terhadap pidato Anies,"" kata Press Release dari Perkumpulan Alumni Canisius 86. ""Setelah memberikan pidatonya yang disambut dengan dingin oleh hadirin yang tinggal, Anies Baswedan meninggalkan tempat. Hadirin yang tadinya walk out pun memasuki ruangan kembali. "" Ananda, yang menerima penghargaan untuk pertama kalinya, juga berbicara tentang kritiknya pada panitia penyelenggaraan, lapor Jakarta Tribun. ""Anda telah mengundang seseorang dengan nilai-nilai dan integriti yang bertentangan dengan apa yang telah diajarkan kepada kami. Walaupun anda mungkin harus mengundangnya karena jabatannya, tetapi saatnya kita harus melihat juga orangnya. Ia mendapatkan jabatannya dengan cara-cara yang tidak sesuai dengan nilai-nilai Kanisius. Ini saya tidak ngomong politik, ini mengenai hati nurani dan nilai kemanusiaan,"" katanya. Kelas ini adalah yang pertama dari 95 calon yang dicalonkan."
Hoax,"- Ketika Mitt Romo Frans Magnis Suseno berbicara di sebuah acara di mana Anies Baswedan menyebut ""orang kulit hitam"" sebagai ""orang kulit hitam yang tertindas,"" dia tidak terdengar terlalu terganggu. ""Saya memang dari dulu tidak setuju dengan cara Anies Baswedan, selama kampanye Pilkada DKI,"" tulis Magnis di Twitter, per Ksn. ""Saya memang dari dulu tidak setuju dengan cara Anies Baswedan, selama periode periode itu,"" lanjut Magnis. ""Saya memang belajar di sekolah Katolik. Sementara saya sendiri Islam. Itu tidak ada masalah dan tidak dibesar-besarkan. Teman-Rakan saya juga dari suku manapun dan agama apa pun. Itu tidak menjadi alasan untuk memecah belah. Dan, seperti pidato saya, kita membuat perbedaan bersama agar lebih baik. Bukan untuk memecah belah. "" Magnis sendiri tidak mempunyai kata-kata untuk itu. ""Saya sudah unggah di Instagram saya tentang bagaimana caranya memfitnah. Kalau mau fitnah saya, jangan bilang saya Kristen, bilang aja Katolik. Kerana Kanisius itu sekolah Katolik. Jadi kalau mau fitnah, itu harus lebih benar. Itu mereka dalam gelombang."
Valid,"- Sepertinya topik yang menyeronokkan untuk dibincangkan: Twitter ""uninstall aplikasi Traveloka berseliweran. "" Semuanya bermula ketika salah seorang pendiri CTO Traveloka, Derianto Kusuma, memberikan ucapan selamat kepada Ananda setelah aksi walk out dan pidato Anies, yang dianggap sebagai dukungan untuk aksi tersebut. The Daily Mail melaporkan bahawa informasi ini kemudian memancing sebagian netizen untuk melakukan aksi boikot Traveloka. "" Hashtag #BoikotTraveloka bertengger menjadi salah satu trending topik Twitter Indonesia,"" tulis Max Read di Gawker."
Hoax,"- Salah satu tanda yang paling banyak diedarkan di Twitter adalah bahawa ia adalah aplikasi yang tidak dapat diretas. Ananda Sukarlan, yang berada di kerusi VIP ketika Anies memberi sambutan, muncul di sebuah acara yang berdiri di Kolese Kanisius pada hari Sabtu. Seperti yang dilaporkan oleh Huffington Post, langkah itu ""bersaling di linimasa media sosial. "" ""Ini sepertinya dipicu oleh aksi walk out pianis Ananda Sukarlan ketika Gubernur Anies memberi sambutan,"" kata laman web itu. ""Tetapi muncul salah satu pendiri sekaligus CTO Traveloka Derianto Kusuma menyalami dan memberikan ucapan selamat kepada Ananda setelah aksi walk out dan pidato Anies. "" Tidak jelas siapa yang memulai, tetapi hashtag #BoikotTraveloka menjadi topik tren di Twitter Indonesia. (Atau klik untuk melihat gambar tweet #BoikotTraveloka."
Hoax,"- Ketika Ananda Sukarlan mengunjungi Anies di peringatan berdirinya Kolese Kanisius pada hari Isnin, dia mengatakan dia tidak pasti mengapa. ""Saya tidak ngomong politik, ini soal hati nurani dan nilai kemanusiaan,"" katanya kepada wartawan, sambil menambahkan bahawa dia ""bukan kayak orang tidak kenal dengan teman-teman di Kanisius. "" ""Saya bukan kayak orang tidak kenal sama teman di Kanisius. Dan ini bukan kedatangan pertama di Kanisius,"" kata Anies. ""Saya akan menyapa semua, mengayomi semua. Kalau kemudian ada reaksi negatif, yah itu bonus buat saya. Enggak ada sesuatu, biasa saja,"" katanya. (Obama juga tidak senang dengan penampilannya."
Hoax,"- Ini adalah kisah yang tidak akan menggembirakan Anies: Ini adalah tunjuk perasaan yang ditaja oleh jutawan Ananda Sukarlan. ""Kenapa menjemput seseorang yang bertentangan dengan nilai-nilai yang diajarkan kepada kita di Kanisius?"" kata seorang penunjuk perasaan kepada Daily Mail. ""Saya tidak ngomong politik, ini mengenai hati nurani dan nilai kemanusiaan,"" kata Ananda. ""Saya tidak ngomong politik, ini mengenai hati nurani dan nilai kemanusiaan. "" Anies mengatakan bahawa dia terkejut dengan tunjuk perasaan itu, walaupun dia tetap berpegang pada sikap komponisnya. ""Saya akan menyapa semua, mengayomi semua. Kalau kemudian ada reaksi negatif, ya, bonus buat saya. Enggak ada sesuatu, biasa saja,"" katanya."
Valid,"- Ketika Paus Fransiskus berdoa untuk Presiden Obama, ""Saya akan mencintaimu,"" dia berdoa. Tetapi itulah yang terjadi pada Derianto Kusuma, mantan Cto dan CTO Traveloka, yang dilaporkan oleh Telegraph sebagai ""salah satu penerima penghargaan"" pada upacara penghargaan ke-90 Kolese Kanisius di Kemayoran. ""Sebenarnya pak Deri (Derianto) tidak hadir,"" kata pengurus hotel Traveloka, Busrya Oryza. ""Dia sedang melakukan perjalanan dinas di hari itu yang telah dirancang beberapa bulan sebelumnya. Jadi kalau dibilang ada pak Deri di sana dan disebut memberikan sokongan (kepada Ananda), dia tidak ada di situ. "" Oryza mengatakan bahawa dia menganggap Derianto "" berhalangan hadir dan kami belum mengambil sikap apa pun. "" (Derianto dan Ananda adalah dua dari lima alumni yang berprestasi tinggi."
Hoax,"- Ananda Sukarlan telah melakukan aksi boikot yang tidak sesuai dengan sosok gubernur terpilih, Anies Baswedan. Aksi itu diikuti oleh beberapa tamu undangan di ruang itu, yang kemudian masuk ke ruang kembali untuk melanjutkan acara. Semuanya, per Mashable, adalah bentuk ketidakpuasan orang yang melihatnya sebagai ""tidak setuju"" pada Anies. ""Dilansir dari sejumlah media online aksi boikot itu adalah bentuk ketidaksetujuannya pada sosok Anies Baswedan,"" tulis Eriq Gardner. ""Baiklah, ada banyak Pro Kontra yang beredar di media sosial dari kalangan netizen. Bahkan, netizen membawa tanda tagar #UninstallTraveloka dalam lini masa mereka."
Valid,"- ""Ini bukan tentang politik, ini tentang hati nurani dan nilai kemanusiaan. "" Begitulah cara seorang lelaki yang berdiri di atas panggung dengan cara yang tidak biasa pada hari Sabtu ketika CTO Traveloka Derianto Kusuma berdiri di atas panggung sambil memberi salam dan menjabat tangan Anies Baswedan, lapor Jakarta Post. ""Dia mengayunkan saya ke belakang,"" kata Ananda Sukarlan, yang berdiri di kerusi VIP. ""Itu adalah jalan yang panjang. "" Dia kemudian berjalan pergi, diikuti oleh ajakan bertagar #uninstallTraveloka. ""Ini saya tidak ngomong politik, ini soal hati nurani dan nilai kemanusiaan,"" katanya. ""Ini bukan mengenai politik. Ini soal hati nurani dan nilai kemanusiaan. "" (Seorang lelaki berusia 25 tahun yang tidak menghadiri upacara penghargaan Kanisius di Vegas mengatakan bahawa dia tidak akan memboikot pertunjukan itu."
Hoax,"- Ini adalah kesempatan yang tidak biasa bagi peminat Anies: Dalam apa yang disebut oleh Politico sebagai ""peringatan ulang tahun ke-90,"" Kolese Kanisius melakukan hal yang sama pada hari Sabtu. Pada hari Ahad, Kolese Kanisius mengadakan upacara menghormati lima alumni lintas generasi. Salah satunya adalah Ananda Sukarlan, yang kebetulan berada di ruangan dengan Anies pada waktu itu. Menurut New York Times, dia berdiri dan pergi, lalu berjalan ke pintu keluar, di mana banyak yang melihatnya. Tetapi ketika dia berdiri dan berjalan ke pintu keluar, dia mengaku, banyak orang melihatnya. ""Pas saat Anies bicara tentang pembangunan Jakarta. Membangun seperti apa, itu Tanah Abang jadi kacau. Kalau kacau begitu kan bukan pembangunan,"" kata Ananda. Dia kemudian menjelaskan bahawa dia tidak mengundang rakan-rakan untuk keluar. Namun, dia menyedari bahawa seseorang yang keluar adalah anggota angkatan 1986. ""Saya masuk lagi setelah setengah jam Anies keluar,"" kata Ananda. ""Enggak ada dendam pribadi. Ini kritik ke panitia. Kenapa mengundang seseorang yang mendapatkan jabatannya berbeda dengan nilai yang diajarkan. Bukan kebencian (kebencian) kepada Anies. "" (Klik untuk membaca mengenai seorang lelaki yang berjalan keluar dari biliknya."
Valid,"- Bukan hanya masalah privasi yang menjadi tajuk utama di Indonesia yang bergolak mengenai sokongan seorang alumnus untuk aksi walk out yang melibatkan Presiden Obama. Tetapi ada yang merasa ngeri bahawa salah seorang pendiri laman web itu, Derianto Kusuma, telah disebut-sebut mendukung aksi walk out ketika Anies berpidato di acara Kanisius sekolah pada hari Sabtu, lapor Christian Science Monitor. ""Derianto memang diundang untuk menghadiri acara tersebut karena ia mendapat penghargaan sebagai salah satu alumnus Kanisius yang berprestasi,"" kata pernyataan dari Traveloka. ""Tetapi dia berhalangan hadir kerana dia sedang melakukan perjalanan dinas yang telah dirancang beberapa bulan sebelumnya. "" Dia bukan satu-satunya yang mendapat penghargaan ini - Ananda Sukarlan, seorang alumnus lain yang juga dipuji kerana dianggap berprestasi di bidang musik - dan ini adalah bukti untuk kesekian kalinya bahawa hoax berhasil mempengaruhi masyarakat luas dalam waktu yang singkat."
Valid,"- Sepertinya ada satu orang yang benar-benar mendapat penghargaan di Kolese Kanisius. Yasmine Galindo dari Traveloka, yang merupakan salah satu ""pendirian"" (pendirian) syarikat itu, Derianto Kusuma, adalah salah satu penerima penghargaan. Namun, ""Traveloka turut berbangga bahawa salah satu pendiri kami Derianto Kusuma, menerima penghargaan dari alumni Kanisius,"" kata pengurus pelancongan. ""Dia berhalangan hadir, dan kami belum mengambil sikap apa pun. "" Tetapi dia tidak bersendirian. The Guardian melaporkan bahawa peminat Twitter, termasuk beberapa orang yang mengatakan bahawa dia ""tidak ngomong politik"", telah mengambil tindakan boikot. ""Ini saya tidak ngomong politik, ini mengenai hati nurani dan nilai kemanusiaan,"" kata Ananda Sukarlan dalam video berdurasi 30 saat itu."
Hoax,"- Nampaknya ada yang lebih buruk daripada yang lain. Seperti yang dilaporkan oleh Berita Harian, para selebriti telah menggunakan aplikasi Twitter untuk meminta boikot, dan kini banyak yang terlibat dengan hashtag #BoikotTraveloka dan #UninstallTraveloka. Semuanya bermula ketika salah satu pendiri Traveloka Derianto Kusuma memberikan ucapan selamat kepada Ananda Sukarlan, yang berada di jalan menuju aksi walk out ketika Anies Baswedan berpidato. (Perhatikan bahawa dia tidak akan dapat menggunakan aplikasinya lagi. ) Twitter dengan cepat menjadi ""hashtag"", dan hashtag #BoikotTraveloka dan #UninstallTraveloka telah meningkat. ""Hastag #UninstallTraveloka adalah tindak lanjut atas penyertaan bos Traveloka dalam aksi walkout saat gubernur DKI Jakarta berpidato. Impas,"" keluh seorang pengguna. ""Hastaga #UninstallTraveloka adalah tindak lanjut atas penyertaan bos Traveloka dalam aksi walk out saat gubernur. Impas,"" tulis yang lain. (Klik untuk melihat bagaimana selebriti lain yang menggunakan Twitter untuk mengejek #UninstallTraveloka."
Valid,"- Seseorang yang berada di Twitter untuk memberi penghormatan kepada CTO Traveloka nampaknya telah memutuskan bahawa pengasas bersama CTO Traveloka, Derianto Kusuma adalah salah satu penerima penghargaan di acara Kolese Kanisius pada hari Sabtu di Kemayoran, lapor Mashable. Tetapi pak Deri (Derianto) tidak hadir. Dia sedang dalam perjalanan dinas pada hari itu. Jadi kalau dibilang ada pak Deri di sana dan disebut memberikan dukungan (kepada Ananda), beliau tidak ada di situ. "" Oleh kerana hashtag #BoikotTraveloka dan #uninstalltraveloka adalah topik tren teratas di Twitter Indonesia, ini adalah yang pertama untuk boikot Traveloka, lapor Keprinews. com. (Inilah sebabnya mengapa anda mungkin tidak mahu #uninstalltraveloka."
Valid,"- Salah satu bintang yang paling banyak dibicarakan dalam talian pada hari Sabtu adalah pengasas bersama CTO Traveloka, Derianto Kusuma, yang ""tidak hadir"" ketika Anies Baswedan memberikan sambutan di sebuah acara di Gedung Putih, lapor Mashable. (Perjalanan itu diikuti oleh beberapa alumni yang lain. ) Semuanya berkat aksi #BoikotTraveloka, yang dilaporkan oleh Gawker dipicu oleh tweet dari tweet Ananda Sukarlan. (Perhatikan bahawa ada yang mungkin mengikuti aksi ini: #BoikotTraveloka. ) ""Derianto Kusuma adalah salah satu penerima penghargaan di acara itu,"" kata pengurus syarikat penerbangan itu kepada Cnn. ""Sebenarnya pak Deri di sana dan disebut sebagai memberikan sokongan (kepada Ananda), dia tidak ada di situ. "" (Fakta bahawa boikot Google tidak benar-benar bermula: Ia bermula setelah seorang peminat tweet, ""#BoikotTraveloka."
Valid,"- Aplikasi Twitter yang dia gunakan untuk berseliweran pada hujung minggu mungkin telah menjadi berita utama di Indonesia, tetapi kali ini, ayolah, ada yang berspekulasi bahawa salah satu pengasas bersama CTO Traveloka adalah salah satu penerima penghargaan di acara Sabtu. ""Nah kalau menurut saya begini. Kita hormati orang berpandangan. Hormati orang lain. Tidak perlu uninstall dan lain-lain,"" kata Anies kepada orang ramai di Gedung Pemadaman Pusat Jakarta. Langkah itu berlaku setelah aksi #Boikot, yang dilaporkan oleh New York Times meletus dalam talian, dan ada yang menggunakan hashtag #Boikot. (Sebenarnya, Twitter mempunyai ""kill switch"" untuk #Business. ) Tetapi Twitter tidak mempunyai semua penjelasan yang ditawarkan. ""Ini hanya hoax,"" kata seorang pengurus di Traveloka. ""Sayangnya, itu hoax. "" Tetapi ada yang tidak kena dengan Google. ""Saya benar-benar jijik dengan apa yang terjadi di Facebook,"" kata yang lain. ""Saya tidak tahu apa yang berlaku di Facebook, tetapi saya tidak tahu apa yang berlaku di Facebook,"" tambah yang lain. ""Saya tidak mahu mereka marah. Saya rasa mereka tidak memahami apa yang berlaku di Twitter. "" (Seorang aktris lain yang berbicara kepada Cnn mengatakan bahawa dia mendapat sokongan dari Ceo Sundar Pichai."
Hoax,"- Ketika Anies Baswedan memberikan sambutan ulang tahun ke-90 Kolese Kanisius di Kemayoran pada hari Jumaat, seorang pianis muncul di tengah-tengah responsnya. Ananda Sukarlan, yang merupakan pewaris syarikat penerbangan yang berpusat di As, memberikan apa yang disebut oleh Berita Harian New York sebagai ""ucapan yang disematkan"" kepada Anies. Ketika itulah dia mengambil penghargaan. ""Saya memang walk out di tengah pidato [Anies],"" kata Ananda kepada Berita Harian. ""Anda telah mengundang seseorang dengan nilai-nilai dan integriti yang bertentangan dengan apa yang telah diajarkan kepada kami. "" Tetapi dia mengakui bahawa dia tidak mengundang sesama teman. ""Saya mengakui bahawa ada orang yang keluar adalah teman sebaya saya,"" katanya. ""Kalau kemudian ada reaksi negatif yah itu bonus buat saya. "" Tetapi dia masih belum tahu siapa yang berada di belakang aksi itu. ""Saya ingat-ingat saja memang ada ya yang keluar karena saya belum inget,"" katanya. ""Saya ingat-ingat saja memang ada ya yang keluar karena saya tidak inget. "" Dia mengatakan bahawa dia tidak tahu ada tetamu lain yang keluar -- anggota angkatan 1986, tepatnya. ""Saya tidak tahu ada yang keluar,"" katanya. ""Saya rasa itu adalah salah satu tempat di mana saya tahu ada orang yang keluar. "" (Paling tidak, ini adalah jalan keluar pertama yang pernah dilihat oleh orang-orang di Twitter."
Valid,"- Aplikasi Twitter yang diarkibkan untuk memberi manfaat kepada orang ramai adalah ""bukan masalah besar,"" kata Gubernur DKI Jakarta, Anies Baswedan. ""Kami menghormati orang berpandangan. Hormati orang berbeda. Tidak perlu harus uninstall dan lain-lain,"" kata Anies kepada orang ramai yang bersorak di luar pentas ketika dia berpidato. Langkah itu nampaknya dipicu oleh aksi #Boikot, yang muncul di media sosial dan bahkan di media sosial, lapor Cnn. ""Nah kalau menurut saya begini,"" kata Anies. ""Kita hormati orang berpandangan. Hormat orang berbeda. Tidak perlu harus uninstall segala macam. "" (The Jakarta Globe menyatakan bahawa #Boikot adalah hashtag yang sama. ) ""Traveloka juga memberikan manfaat bagi warga banyak,"" kata Anies. ""Tolong biasakan untuk berbeda pandangan dengan sehat saling menghormati tanpa harus melakukan hukuman-hukuman seperti itu. Jadi tidak perlu uninstall segala macam. "" (Sekurang-kurangnya seorang lelaki di Twitter nampaknya tidak menyukai Twitter."
Valid,"- Seorang pengusaha Indonesia yang terkenal dengan sikapnya yang sederhana terhadap umat Islam telah menjadi sasaran gerakan #MeToo, lapor Jakarta Post. Derianto Kusuma, yang merupakan bagian dari Keluarga Besar Muhammadiyah, tidak berada di Jakarta ketika Gubernur Anies Rasyid Baswedan memberikan sambutan yang menggembirakan pada perayaan Kolese Kanisius. ""Dia berhalangan hadir karena dia sedang melakukan perjalanan dinas yang telah direncanakan beberapa bulan sebelumnya. Sedang tidak berada di Jakarta,"" kata pengurus Traveloka, Busyra Oryza. Tetapi ""nilai-nilai ini selalu diterapkan kepada karyawan dan pemangku kepentingan eksternal. "" Untuk bersikap adil, Oryza mengatakan bahawa syarikat itu diasaskan oleh putera-putera negara itu yang ""menerima nilai-nilai saling menghargai, bertoleransi, dan berinovasi. "" ""Dia mengatakan bahawa dia ingin meningkatkan sumbangan di masyarakat melalui peningkatan mobilitas dan memperbaiki kualiti kehidupan,"" kata Oryza kepada Cbs News. ""Dia tidak memiliki pengalaman di Jakarta. "" Catatan itu juga menyatakan bahawa Starbucks dan syarikat lain yang berafiliasi dengan Starbucks tidak mempunyai masalah dengan langkah itu. ""Saya tidak pernah merasa selesa dengannya,"" kata Oryza kepada Post. ""Saya rasa ini adalah idea yang baik untuk saya. "" (Seorang remaja yang menghantar WO kepada Anies adalah ""jahat""."
Valid,"- Seorang pegawai syarikat penerbangan Indonesia telah memberitahu pihak berkuasa bahawa dia tidak menghadiri acara yang dihadiri oleh Alumnus Sekolah Menengah Atas Kolese Kanisius di Amerika. Ananda Sukarlan, yang berada di As dari Amerika, mengatakan kepada wartawan bahwa dia berada di Amerika untuk menghadiri acara tersebut, yang dihadiri oleh ibu Derianto Kusuma. ""Kami cukup kaget. Ini ada kebohongan-kebohongan,"" kata seorang jurucakap kepada Jakarta Post. ""Apa mungkin dia bisa walk out. Di Indonesia juga tidak. "" Dia mengatakan bahawa dia tidak berada di As pada Sabtu malam kerana sedang melakukan perjalanan dinas. ""Dia berhalangan hadir karena sedang melakukan perjalanan dinas yang telah direncanakan beberapa bulan sebelumnya,"" kata Busyra Oryza dari Traveloka. Tetapi, menurut Busyra, dia tidak menyangka seseorang akan mendapat berita baik dari naib juara Kolese Kanisius, yang mengatakan bahawa dia tidak mempunyai pengalaman terbang. (Gadis-gadis itu adalah ""kidal"" yang tidak dapat dihancurkan."
Valid,"- Dengan Presiden Trump bersiap untuk mengunjungi Gedung Putih, Twitter telah mengambil langkah untuk mengakhiri ajakan aplikasinya: Ia mencabut aplikasi Traveloka. Langkah itu, yang dilihat oleh Mashable sebagai sokongan untuk pelecehan terhadap Anies Baswedan, menjadi tren di Twitter, dengan tanda pagar #UninstallTraveloka. Tetapi pengguna Twitter terbahagi kepada dua suara, dengan ada yang menyokong boikot aplikasi Traveloka. ""Kami menyatakan bahawa Traveloka adalah perusahaan berbasis teknologi yang didirikan oleh putra-putri bangsa Indonesia yang mengedepankan nilai-nilai saling menghargai, bertoleransi, dan berinovasi,"" kata pernyataan dari Traveloka dalam surat terbuka kepada VIVA. ""Nilai-nilai ini selalu diterapkan kepada karyawan maupun pemangku kepentingan eksternal. "" Traveloka mengatakan bahawa dia tidak hadir ketika Reince Priebus meninggalkan acara itu, dan dia tidak hadir kerana dia sedang dalam perjalanan dinas yang telah dirancang. ""Akan tetapi beliau berhalangan hadir kerana dia sedang melakukan perjalanan dinas yang telah dirancang beberapa bulan sebelumnya. Dia sedang tidak berada di Jakarta,"" kata Traveloka."
Hoax,"- ""Adanya sesuatu yang tidak baik di media sosial ini sehingga memberikan kewenangan kepada kami, tentu saja menutup akun,"" kata menteri komunikasi dan komunikasi Rudiantara hari ini. Namun, jika ada yang salah, Facebook akan ditutup, katanya. ""Jika sekarang kita melakukan pembatasan akun, dimungkinkan Facebook ditutup. Kalau memang nanti diperlukan, ya terpaksa. "" Dia mengatakan bahawa jika Facebook tidak ditutup, ""dimungkinkan"" Facebook ditutup. ""Jika sekarang kita melakukan pembatasan akun, dimungkinkan bahwa Facebook ditutup. Kalau memang nanti diperlukan, ya terpaksa. "" Klik untuk maklumat lanjut dari menteri."
Hoax,"- Facebook ditutup di Indonesia, dan pemerintah menyatakan bahawa ""peningkatan"" dalam kes itu masih ada. Menteri Komunikasi dan Informasi Rudiantara dan kepala kepolisian dalam pertemuan tertutup dengan petinggi Facebook mengenai isu tersebut. Pertemuan itu diadakan setelah Simon Miller, presiden Persatuan Dasar Luar Negeri Asia Pasifik, bertemu dengan pegawai tinggi Facebook di Jakarta. (Lihat video pertemuan itu. ) Miller mengatakan bahawa pemerintah sedang menyiasat Cambridge Analytica, tetapi Facebook mengatakan belum ada tindakan yang diambil. ""Jadi facebook sekarang lagi parallel, sambil menunggu yang dari UK otoritas, to ensure terutama dari 2014,"" katanya. Ketiga-Tiga perkembangan itu: Facebook masih menunggu hasil audit ICO Britain, dan Facebook masih menunggu penilaian dari pihak berkuasa Britain."
Hoax,"- Sekiranya Facebook di beku, adakah kita akan mempunyai masa depan yang cerah? ""Ya,"" tulis Brian Palmer di Daily Dot. ""Tetapi kami tidak akan mempunyai alasan untuk itu. "" Palmer mengatakan bahawa dia masih mempunyai beberapa hari untuk mengkaji laporannya mengenai Facebook. ""Jadi apa kalian sudah mendapatkan jawaban tentang kapan facebook di tutup bukan, alangkah baiknya kita tunggu terlebih dahulu kabar dari facebook Selanjutnya,"" Palmer menambah. Palmer menambah bahawa ""teknologi selalu menjadi dua sisi dan kadang-kadang hal itu tergantung bagaimana kita menggunakannya. "" Palmer menambah bahawa pemerintah harus bersiap-siap untuk mencari medsos lain yang mungkin kita jadikan sebagai pilihan."
Valid,"- Apakah Facebook akan ditutup di Indonesia? Mungkin tidak, tetapi Menteri Komunikasi dan Informatika Rudiantara mengatakan bahawa dia tidak akan memblokir operasi Facebook secara permanen, lapor Politico. ""Ini situasinya akan kita lihat dulu. Kalau semakin buruk, baru kita tutup sementara (blokir),"" katanya. Rudiantara mengatakan bahawa dia ingin melihat ""kesan dramatik"" dari kebocoran itu, tetapi dia tidak akan mengatakan sama ada penutupan itu akan berlanjutan. ""Saya masih terbuka dengan sanksi, tidak menutup kemungkinan juga untuk--menyarankan--memoratorium layanan Facebook,"" kata Anggota Komisi I DPR, Meutya Hafid. Tetapi Demokrat ingin mengetahui lebih lanjut mengenai bagaimana Facebook menangani masalah ini, lapor Wall Street Journal. ""Kami berharap hasil investigasi ini bukan hanya menyalahkan siapa, tetapi juga harus ada informasi, ke mana data yang disalahgunakan ini dan digunakan untuk apa,"" kata Hafid."
Valid,"- Rudiantara mengatakan bahawa dia tidak akan menutup operasi Facebook secara permanen, tetapi hanya sementara. ""Kami akan melihat. Kalau semakin buruk, baru kami tutup sementara (blokir),"" katanya kepada wartawan di Msnbc. Tetapi dia menambahkan bahawa Facebook tidak akan ditutup secara kekal. ""Itu data Facebook bukan bocor. Kalau bocor kan istilahnya kayak pipa ada air tidak tahu di mana bocornya, ini datanya dikompromikan,"" katanya. ""Saya rasa sebulan waktu yang seharusnya cukup,"" kata anggota Komisi I DPR. Jika Facebook benar-benar bocor, ""itu bukan istilah yang tepat. "" Tetapi dia menambah bahawa Cambridge Analytica, yang memiliki data yang dicuri, ""diduga untuk kepentingan politik. "" (Dalam berita Facebook yang lain, Apple mengeluarkan pernyataan yang mengatakan bahawa ia tidak akan lagi mempublikasikan data tersebut."
Valid,"- Polri masih perlu keterangan dari Facebook Indonesia untuk menyelesaikan siasatannya terhadap dugaan kebocoran data pengguna, kata Komjen Ari Dono Sukmanto. Setakat ini, tidak ada yang dilaporkan mengenai kebocoran data Facebook - tetapi skandal itu masih dalam siasatan polis. Laporan itu datang dari seorang pegawai di Bareskrim Polri yang mengatakan bahawa Facebook Indonesia sedang melakukan audit dalaman mengenai dugaan kebocoran 1 juta data pengguna di Indonesia. Penangkapan itu dilakukan setelah seorang pegawai di Bareskrim meminta kesaksian selama lima jam. Surat kabar itu menyatakan bahawa Facebook Indonesia telah diberitahu bahawa audit akan dilakukan dan akan terus melaporkan hasil audit."
Valid,"- Khabar angin mengenai penutupan Facebook di Indonesia semakin meningkat, dan sekarang menteri komunikasi dan media bertanggung jawab atas segalanya. The Wall Street Journal melaporkan bahawa pemerintah secara tegas melarang memblokir Facebook, dengan mengatakan bahawa tidak ada bukti bahawa itu digunakan sebagai alat menghasut. Apa yang tidak jelas: Mengapa Facebook? Ini adalah masalah yang tidak dapat diselesaikan, dan tidak ada yang yakin bahawa itu akan diblokir. Sebenarnya, menteri itu sendiri mengatakan bahawa dia tidak pernah menyinggung perasaan untuk memblokir Facebook, lapor Reuters. ""Saya tidak mempunyai keraguan untuk blokir,"" katanya."
